Gene.symbol	Gene.ID	adj.P.Val	logFC
		0.720171856595472	0.181866853477324
ABCF2	10061	0.720203773202245	-0.117401301544221
ARSI	340075	0.720301665511176	-0.0833702541950112
MRPL14	64928	0.720314284188051	0.0840832419410429
CH17-340M24.3	158960	0.720362556801889	-0.0921176810453508
RPLP0	6175	0.720516183723563	-0.23174639004762
OR4D9///OR4D10///OR4D11	390199///390197///219986	0.720533294375492	0.0858719953707467
		0.720589043410534	0.0859348863276637
		0.720674172639896	0.124047023155322
FAM150A	389658	0.720674172639896	0.0621130581598632
SLC39A2	29986	0.720721969528382	0.0484618661632643
TMEM156	80008	0.720775547213701	0.274739017699544
ZMAT3	64393	0.72078896995568	0.103711467190474
		0.72078896995568	0.0999058367267565
LOC100034248///FLJ25758	100034248///497049	0.72078896995568	0.0963647116734685
COLGALT2	23127	0.720891782965803	0.0771513691383205
IL19	29949	0.721048020544485	-0.0538211602811796
		0.721163053295871	0.0677469039682537
		0.721256264624701	-0.0350219294081646
SYNC	81493	0.721256264624701	-0.058450182041951
DVL3	1857	0.721382892010669	0.0788159345838979
		0.721391785891709	-0.075703859403629
BMP7	655	0.721391785891709	-0.0580468913990941
		0.721408510413297	-0.0620171911043093
SRPK1	6732	0.721434500464376	-0.134137949804991
OR6C65	403282	0.721504248461079	-0.0409655371519291
		0.721563647168277	0.0359289629285717
LOC100506730	100506730	0.721591896129541	-0.133537805368481
ALDH3A2	224	0.721630109113807	0.116570952696144
		0.721641036759862	-0.427700475021544
NOD2	64127	0.721708516834544	0.25888900710204
LURAP1L	286343	0.721720952536424	0.100454781654195
		0.7219132561361	0.0980699902210889
		0.72192293076553	0.0480131768571423
		0.721991127019422	-0.079762878469392
		0.722092809714951	0.0747125478106567
IL1RAPL1	11141	0.722092809714951	0.0523967289750558
KCNC4	3749	0.722099862473969	0.0707724780714267
		0.722148232745415	0.0533165559591815
HTR2B	3357	0.72227341398614	-0.0667155889319733
BRI3	25798	0.722283746899224	0.0986398472800465
MRPL58	3396	0.722399152072104	-0.138018122028346
KRTDAP	388533	0.722612448233283	-0.0700389985702952
TPGS1	91978	0.722613940700237	0.0656554226848067
ENTPD3	956	0.722668266073581	-0.05617790567914
		0.722668266073581	-0.0914004895646263
		0.722695320688677	0.0843511032108832
		0.722695320688677	-0.131470213275512
LINC00527	54748	0.722709499436372	-0.0589667011859429
		0.722775215461576	-0.242684006239232
		0.723050573606663	0.203721954142857
		0.723106409110743	-0.16385878744898
EPPIN-WFDC6///EPPIN	100526773///57119	0.723106409110743	0.0437986553673473
SPO11	23626	0.723106409110743	0.0352010351859406
FHL1	2273	0.723155268924832	-0.21937671162585
		0.723199943344549	-0.0694804575385506
		0.723199943344549	0.0532233924274368
		0.723260962117568	-0.0757479294716563
IL1A	3552	0.723260962117568	-0.111741413935375
PRAMEF17///PRAMEF10	391004///343071	0.723260962117568	-0.0565187914716549
ZNF273	10793	0.723260962117568	0.181839527378685
		0.723382734495678	-0.0464484283344682
SDC1	6382	0.723453548974616	0.0730918304965975
LINC01620	140834	0.723473426292687	0.0634807199115635
LXN	56925	0.723473426292687	-0.158281653561225
		0.723532741479998	0.0981097755544207
		0.723542794203547	0.0390408630850327
		0.723542794203547	-0.0355193837097518
SCGB2A1	4246	0.723601905807227	0.0954584363843534
		0.723601905807227	0.060645758540816
		0.723614499400039	-0.110748334748302
KLHL17	339451	0.723614499400039	0.0565832875272081
		0.723650301877258	0.0728448664149646
MIR206	406989	0.723650301877258	-0.0779141801349201
CFHR1	3078	0.723650301877258	-0.0742185859172344
GSG1L	146395	0.723670874784452	0.0693410617891148
SIGLEC15	284266	0.723840507664555	0.0856614566802714
FAM221B	392307	0.723840507664555	0.0606485172585027
LOC100131506	100131506	0.723840507664555	0.0851996617278887
NR0B2	8431	0.723847563109078	0.0923763460804974
		0.723847563109078	0.0979026851950096
		0.724030387232328	0.119299525013605
MESP2	145873	0.724031193108821	0.0696033417324253
ADH7	131	0.724039723632111	0.0521030584535143
		0.724047625477117	0.1056138400873
TMPPE	643853	0.724047625477117	0.0866749874081618
		0.724047625477117	0.0534651230850329
		0.724047625477117	0.0277825041746032
KMT2A	4297	0.724114362991278	0.141150476894556
		0.724114362991278	0.118427647557822
ACRBP	84519	0.724114362991278	-0.103373757039682
		0.724114362991278	0.0281220493605439
		0.724120517450767	-0.0911895471768736
NALCN	259232	0.724198131487139	-0.0454288770748303
LOC101929829///CYP2D6	101929829///1565	0.724266028844324	-0.154449172636057
		0.724266028844324	0.0514458004773237
MTUS1	57509	0.724266028844324	0.119550066540814
		0.724266028844324	0.0360753686235813
PLEKHG2	64857	0.724557389298864	-0.080080817958053
CLEC9A	283420	0.724558321463724	0.271225086571429
		0.724558321463724	0.0337668412619041
		0.724558321463724	-0.0579082854875304
SASH1	23328	0.724624741369515	0.14824507495465
		0.724624741369515	-0.0851437583038575
		0.724624741369515	0.033092158019274
PPP1R3A	5506	0.724629368585666	0.0323233607131503
		0.724696539697324	0.176539106031744
		0.724769910877949	-0.13188274690363
LOC100129648	100129648	0.724798543753918	-0.0608831055600914
FAM219B	57184	0.724798543753918	-0.0797311536054437
ZNF680	340252	0.724813152288529	0.196024459370748
		0.724813152288529	0.0574603670442166
C16orf82	162083	0.724830596561002	0.0675919788185926
		0.724830596561002	0.0716770341439901
SPTBN4	57731	0.724830596561002	0.0450093593979579
LOC102725072///POM121L10P///POM121L8P///POM121L1P	102725072///646074///29797///25812	0.724831595484665	-0.0871111085294807
		0.72498145643984	0.0244959287324265
OR9G9///OR9G1	504191///390174	0.724986011300095	-0.0546530770272118
CNGA1	1259	0.724986011300095	0.0375966148049889
GLYR1	84656	0.725213628616614	-0.0532519886904783
MAPK15	225689	0.725213628616614	-0.0688690990260783
		0.725274510130353	0.125503743877549
EAF1	85403	0.725274510130353	-0.100418181221091
		0.725494903502807	-0.052218723019275
		0.725494903502807	0.0489031406190468
SEC24A	10802	0.725528152796104	0.086006754929703
		0.725555536266701	0.113580017713152
		0.725555536266701	0.0999130046292507
CDRT1///FBXW10	374286///10517	0.725555536266701	-0.105654402757369
		0.725568878269351	-0.079651029964853
		0.725655339286206	-0.110428391807258
IER3IP1	51124	0.725655339286206	-0.0518426733707482
		0.725737722801283	0.0577217668594101
TPPP2	122664	0.725942989526289	0.0546620073140587
LEKR1	389170	0.725942989526289	-0.0671995050612257
		0.726031683147084	0.0606657518219933
		0.726191697903724	-0.150734081038548
		0.726191697903724	-0.106763978108845
		0.726191697903724	-0.0766588127244896
		0.726231754240812	0.211422902554421
		0.726309052709919	-0.0767554250668931
		0.726366248529535	0.0289210942834464
		0.726523016010215	-0.138411977826532
ARHGAP6	395	0.726523016010215	-0.0847601569217717
RASIP1	54922	0.726539100439257	-0.0591031268140583
		0.726539100439257	-0.0668286561802729
THPO	7066	0.726572885504246	0.0624987203151912
MIR485	574436	0.726572885504246	-0.0624218543843553
PTRH2	51651	0.726572885504246	0.104108405759636
REEP6	92840	0.726572885504246	-0.0709558722278922
PCDH10	57575	0.726572885504246	0.0573082936746019
NKX6-2	84504	0.726583045241315	0.057953189645124
		0.726583045241315	0.0254471350045349
HSPA1B///HSPA1A	3304///3303	0.726583045241315	-0.248151392443313
		0.726710348710078	-0.152102609055556
DVL2	1856	0.726827701814111	-0.10648066957143
		0.72684497413389	-0.0757675230532886
PECAM1	5175	0.72684497413389	0.177473122080498
LHFPL4	375323	0.72684497413389	0.0660949719172326
ITGAD	3681	0.72684497413389	0.100313568690475
OLIG3	167826	0.72684497413389	0.0644533860396823
PIGL	9487	0.726961592512961	0.169554365617913
ZNF560	147741	0.726986290691473	-0.0544760194852612
TMEM143	55260	0.727062656002103	0.0635191110997715
FOXO4	4303	0.727067127788539	0.124172307561222
		0.727074803397571	0.0577616556428566
RNF150	57484	0.727074803397571	0.0834243501315184
		0.727074803397571	0.0601165427210848
NRP2	8828	0.727093448029152	0.0872801989387746
DCDC5	100506627	0.727170091525079	-0.039070240378686
		0.727212798897867	-0.187647265802722
IL13RA2	3598	0.727220526192752	0.0450399906972776
SLC6A14	11254	0.727220526192752	0.0323353148446706
MYO1F	4542	0.727220526192752	0.250733352756233
HLA-DQB1	3119	0.727271014482728	-0.352582794386623
ARHGAP27	201176	0.727356076890257	0.115264382680271
		0.727608410529271	0.125103591568026
IGK///IGKC	50802///3514	0.727608410529271	0.30213898630045
		0.727608410529271	0.213262535582765
LRRC9	341883	0.727608410529271	-0.0291371498072559
KRTAP10-11	386678	0.727637322466578	0.0904518978287978
SNAPC3	6619	0.727736752787831	0.157722005198412
		0.728006927780231	0.0952432447006775
SMPX	23676	0.728024955641346	0.0443161202596363
		0.728038668232046	0.12126385018594
UHRF2	115426	0.728269511881432	-0.099521847309525
TBCB	1155	0.728355338327872	-0.0632534734478476
PSMG2	56984	0.728355338327872	-0.142859929537414
		0.728451862773812	0.0321885299614508
SEC61A2	55176	0.728454356339165	0.166270019051018
EDEM3	80267	0.728454356339165	0.0801802664739224
		0.728454356339165	-0.0848025037483007
		0.728454356339165	0.189020909058953
MPRIP	23164	0.728454356339165	-0.114168459012474
SDCCAG3	10807	0.728454356339165	-0.108135794597509
MED13L	23389	0.728472048736272	-0.10570822111338
		0.728490694720056	-0.075509245344672
		0.728492703060578	-0.0802101118163279
SEC14L3	266629	0.728492703060578	-0.0560207439829945
SULT1C2	6819	0.728895125153773	-0.0600977070124724
CNNM2	54805	0.729024110223023	-0.0948523301360558
ARMC4	55130	0.729144529204049	0.068810204507936
CNTN5	53942	0.729144529204049	0.0445418981213153
PNMAL1	55228	0.729144529204049	0.0657590855079366
PKN2	5586	0.729180462057326	0.143275832710883
		0.729180462057326	0.0633816134115643
		0.7292292054564	-0.22705628854762
DUOXA2	405753	0.7292292054564	0.0580443147448975
ANKS4B	257629	0.729299709361456	-0.0526917410147405
		0.729507689269615	0.0750572113582755
		0.729525592663897	-0.187978351750568
LOC338797	338797	0.729525592663897	0.0705430875532871
GRIA4	2893	0.729527114139367	-0.0517148452483007
KRTAP5-4	387267	0.729527114139367	-0.145896528937642
MIR323A	442897	0.729677186149599	-0.0449539668662142
		0.729778596003303	-0.183722998534015
		0.72980406013957	0.0537699614058949
OTOF	9381	0.729913025798733	-0.0545350719081625
		0.729938197576868	-0.0497304600430839
ZNF280A	129025	0.730005460284505	-0.0362115016122453
		0.730005460284505	0.0351822139297053
ARHGEF37	389337	0.730071804074308	-0.055962834828799
GPRC6A	222545	0.730082024726945	-0.0431327382936515
SPHK1	8877	0.73008286670057	-0.114002924994334
TGIF2	60436	0.730232955707312	-0.0622558562086191
MT1B	4490	0.730277135107178	0.103688858217686
SAMD14	201191	0.730277135107178	0.0552754823696127
TERB2	145645	0.730277135107178	0.0429518795034012
		0.73031889078777	0.0979382367528325
DNAH6	1768	0.73031889078777	-0.0586661904115653
		0.730713106677805	0.0304506577006793
SH2D4A	63898	0.730713106677805	-0.0664882260226767
CTDNEP1	23399	0.730713106677805	-0.0605260393934248
TTLL11	158135	0.730713106677805	-0.0529429792936531
		0.730713106677805	0.129513394815191
		0.730761146946146	-0.0682380340634925
ZNRD1ASP	80862	0.730794325452719	0.132337207890021
		0.730887452334756	0.0857511767448962
SLC4A3	6508	0.730895637840562	-0.0774073940170075
S100A7L2	645922	0.731021953621094	-0.0414785587528343
PHLDA2	7262	0.731077453712414	0.110757199719953
		0.731077453712414	-0.0810371770770999
EIF4H	7458	0.731077453712414	-0.0701232467755126
TMPRSS11B	132724	0.731077453712414	0.0349041181405889
		0.731077453712414	0.0853327231904757
		0.731108289252696	-0.150869915317463
PRORY	100533178	0.731125543637973	0.0711199867267558
		0.731138937671287	-0.0602493792290293
		0.731138937671287	0.108908875912699
		0.731311795216514	0.155808219310657
KCNE5	23630	0.731487039446648	-0.0738943373945586
		0.731491037994077	0.107288515852606
		0.731491037994077	0.0541998608276644
MIR103A1	406895	0.731491037994077	-0.0511854867437651
HTN3	3347	0.731511459654907	0.0446652603310649
F10	2159	0.731617762153223	0.0499312355838981
		0.731629753411457	0.0767345873242622
ST3GAL2	6483	0.731629753411457	0.129038784583901
		0.731629753411457	0.0781957633072556
ASIC3	9311	0.731854992461263	0.0597522675034003
VCX3B///VCY1B///VCX3A///VCX2///VCX///VCY	425054///353513///51481///51480///26609///9084	0.731854992461263	0.102447866519274
		0.731854992461263	-0.0620997002414985
		0.731854992461263	0.170515454120181
C5AR1	728	0.731854992461263	0.443807191157596
ZNF226	7769	0.731931540120502	0.0884904432868483
HNRNPUL1	11100	0.732051299186821	-0.0853544816122476
		0.732051299186821	0.0751895789421764
UBXN7-AS1	100874034	0.73228353023599	-0.0742919294092976
GPR32P1///GPR32	2855///2854	0.73228353023599	-0.0617970169875286
IGHV3-69-1///IGHV3OR16-7	28402///28309	0.73228353023599	0.317993164683674
		0.73228353023599	-0.1863992647483
SLC2A6	11182	0.73228353023599	0.133222756123582
SNORD115-44	100033818	0.73228353023599	0.0423379022448973
SMC6	79677	0.73228353023599	-0.157951506103174
WDR91	29062	0.73228353023599	0.0779380649285688
PLK3	1263	0.73228353023599	0.173932265285711
		0.73228353023599	0.0597531570192738
		0.732360587442069	-0.0499730775634921
INTS4	92105	0.732379910953991	0.154093566062357
NOTCH3	4854	0.732379910953991	-0.0783797046485271
		0.732486862643174	0.0278739162108836
OR6Q1	219952	0.732486862643174	0.0524085814614512
		0.732486862643174	0.0597609821689336
CEMIP	57214	0.732731330391736	-0.0533911800680276
OVOL2	58495	0.732810999681637	0.0636168431609967
		0.732810999681637	0.128454694183674
PRH1-PRR4///PRH1	100533464///5554	0.732841705160938	0.106980486714284
WDR78	79819	0.733048803916017	-0.0616800775941044
CHRNA4	1137	0.733121648184762	0.0695389522562344
		0.733378902075596	0.0540001908922889
		0.733416371726577	0.0454441931621314
		0.733416371726577	-0.0706664955532887
RPL41P5///RPL41///RPL41	6172///6171///6171	0.733416371726577	-0.0813526963469364
		0.733416371726577	0.0689667118004538
		0.733416371726577	-0.0899960183684811
		0.733416371726577	-0.178623271920636
		0.733453776268719	0.0840131576893413
TRIM49C///TRIM49B///TRIM49	642612///283116///57093	0.733476349809784	0.0503616882040814
IGBP1	3476	0.733555692247514	-0.109394005895693
KRT80	144501	0.733574254314138	0.0506087256746017
PIFO	128344	0.733626980197839	-0.0577371176712007
		0.733772793900251	0.0331321892551011
OR10AG1	282770	0.733787436051617	0.0458910953990919
		0.733804012732586	-0.0581777479092978
		0.733804012732586	-0.0649344253174604
JPH3	57338	0.733804012732586	0.0492299214637173
WDR33	55339	0.733804012732586	-0.0715569271292527
ULK1	8408	0.733804012732586	0.118297672774375
		0.733882851832244	0.0268702522482989
OR9Q1	219956	0.733886477119725	-0.0611425581281182
		0.733909293612855	-0.103072068884355
HRASLS5	117245	0.733950434515936	0.0914419524353738
NXPH2	11249	0.733996902227274	0.0645290215215404
RAG1	5896	0.734286136798928	-0.0487088133106575
MDGA2	161357	0.734293311576274	-0.0662823209172334
LINC00483	55018	0.734307552646708	-0.0489904974739233
ZNF29P	7577	0.734307552646708	0.0493606627256225
ADAM2	2515	0.734456162122293	-0.0512415857698421
UBQLNL	143630	0.734471376750103	0.0604570793639461
ESM1	11082	0.734495947634426	0.0541254458820859
EEF1A2	1917	0.734731203013511	0.0643062489943311
TSPYL4	23270	0.734731203013511	0.0788550642346939
PPP4R1	9989	0.734731203013511	-0.194391731261909
RPL5	6125	0.734731203013511	-0.161190557963726
SLC7A3	84889	0.734731203013511	-0.0525417809421787
ANP32AP1///ANP32C///ANP32A	723972///23520///8125	0.734731203013511	-0.0705781474739275
SNORA71D	677840	0.735079351932641	0.215545810428569
SNAP25	6616	0.735088582369234	-0.0688323964467141
TVP23C-CDRT4///CDRT4	100533496///284040	0.735088582369234	0.10320400417347
TIPRL	261726	0.735088582369234	0.0716770309648522
OR52I1	390037	0.735088582369234	0.0606777504376406
		0.735088582369234	0.0296962145918367
TMEM216	51259	0.735169767800169	0.12152322023696
MOCS3	27304	0.735185491872343	-0.0940691377947855
		0.73527130168746	-0.131954826956918
ZBTB45	84878	0.73527130168746	-0.059656368209752
LINC01164	399827	0.735299932443203	0.079179544670068
BEND2	139105	0.735299932443203	0.0719505340600906
PSORS1C1	170679	0.735299932443203	0.0647994172358275
TEKT4	150483	0.735299932443203	0.0688177764036269
		0.735299932443203	0.0706509599931966
MIR150	406942	0.735299932443203	0.0786094223480713
		0.735299932443203	0.110281048125849
		0.735299932443203	-0.0896610323594103
HSP90AB6P	541611	0.735475434599781	0.052227550437641
IDI2	91734	0.73561976764729	0.0448991662154183
LRPAP1	4043	0.73561976764729	-0.118367976284583
		0.73561976764729	-0.0881403730181418
		0.73561976764729	-0.123304744264173
OPN4	94233	0.735634628131178	0.0711336757517005
		0.735634628131178	-0.099291133757367
C11orf72	100505621	0.735634628131178	0.0642817129387745
DBR1	51163	0.735634628131178	-0.115811968827667
HSD3B7	80270	0.735702251173888	0.0617877490816312
		0.735748045469189	0.0785231925816325
C1orf137	388667	0.735784504365721	-0.0397735367426306
		0.735784504365721	0.0841316608616758
		0.735784504365721	0.0507272844580493
		0.735784504365721	0.0727815685170032
		0.735847939507024	0.0523332140192743
AXDND1	126859	0.735894284241644	0.039389548595238
TPRN	286262	0.735904225335806	-0.0536752250034027
CEP89	84902	0.735946519096293	-0.0597703666712039
PLS3	5358	0.735970277279232	-0.116591674639456
		0.73597742583892	-0.0368358945260785
		0.736062543915475	0.0498653710283441
GALNT9	50614	0.736089127061802	0.0520254745045339
		0.736115158041018	-0.074384087662132
		0.736159933287946	0.113975367115647
		0.736279931042497	0.051810333580498
KMT5A	387893	0.736302433787014	-0.0902061396995473
LILRB5	10990	0.736302433787014	0.0814789332800441
REST	5978	0.736302433787014	-0.0509323125249441
GCLM	2730	0.736302433787014	0.126380039205213
KANSL2	54934	0.736578092002381	0.075534763851473
SMYD1	150572	0.736708651816811	-0.0454017563786855
CSRNP3	80034	0.736774426510829	0.0635706815294776
		0.736783814717273	-0.0534718265294796
DSCR4	10281	0.736783814717273	0.0641745094580495
		0.736783814717273	0.0542054615510197
TMEM86B	255043	0.736813686984926	0.0812301296723348
CLDN1	9076	0.736813686984926	-0.0400876596655344
		0.736891105025919	0.0851396675759619
		0.736978622456825	-0.103104936774377
GJA4	2701	0.736978622456825	-0.0750087616825406
FAM71D	161142	0.736978622456825	-0.0432624593117921
WARS	7453	0.736978622456825	-0.19517679630726
		0.736978622456825	0.15738727190136
EFR3A	23167	0.736991683571128	0.0884195149036273
OR51B2	79345	0.737050953637078	-0.0746550306213152
		0.737050953637078	0.134335323710883
KRTAP10-1	386677	0.737111013505211	0.0852915894376407
OR11G2	390439	0.737126450673854	-0.0374537829705224
EBP	10682	0.737166949232715	0.0777619470997726
ANKRD20A21P///ANKRD20A8P///ANKRD20A4///ANKRD20A2///ANKRD20A3///ANKRD20A5P///ANKRD20A1	102723552///729171///728747///441430///441425///440482///84210	0.737166949232715	-0.111166689951248
ZNF682	91120	0.737178398299839	-0.160624078993197
		0.737430574950732	0.164309656430836
ZNF295-AS1	150142	0.737701088377365	0.0664935526009072
NTF4	4909	0.737797884594067	0.0829184135646255
CYHR1	50626	0.737799202703053	0.0581144820941031
ZNF524	147807	0.737837539309466	-0.078546210200682
		0.7379025142087	0.112068457591835
		0.737946113908912	-0.129392340634921
		0.737978297784696	0.0926098853321973
PSPN///PSPN	5623///5623	0.737997825339362	-0.0786211612653087
		0.7380103354797	0.108145873522674
SNORD115-24///SNORD115-44///SNORD115-43///SNORD115-42///SNORD115-41///SNORD115-40///SNORD115-39///SNORD115-38///SNORD115-36///SNORD115-34///SNORD115-30///SNORD115-29///SNORD115-26///SNORD115-21///SNORD115-16///SNORD115-15///SNORD115-14///SNORD115-13///SNORD115-12///SNORD115-11///SNORD115-10///SNORD115-9///SNORD115-8///SNORD115-6///SNORD115-5///SNORD115-4///SNORD115-1///SNRPN	100036563///100033818///100033817///100033816///100033815///100033814///100033813///100033812///100033810///100033808///100033804///100033803///100033802///100033603///100033454///100033453///100033451///100033450///100033449///100033448///100033447///100033446///100033445///100033443///100033442///100033441///338433///6638	0.738177314126743	0.076285493499999
LGI2	55203	0.738265706770748	-0.0569950415839013
		0.738435155031458	0.0424310990714285
RTN4RL2	349667	0.738435155031458	-0.0656291837052176
CCDC175	729665	0.738585922221002	-0.104472051628119
SPDYE16///SPDYE2B///SPDYE6///SPDYE8P///SPDYE2///SPDYE3///SPDYE7P///SPDYE1	102723555///100310812///729597///728524///441273///441272///441251///285955	0.738623417353092	0.0977057384342404
MIR519A2///MIR520B	574500///574473	0.738773799661745	0.141279729495463
		0.738839220137568	0.0634904198639452
GJB3	2707	0.738839220137568	0.0582218635839018
		0.738874076792122	0.0794156005680264
		0.738971486897096	0.025311896519268
		0.738989731119924	-0.0566770972063502
DNAJC27	51277	0.739061978576724	0.061666721304988
SMYD4	114826	0.739061978576724	0.0955950798027185
		0.739061978576724	-0.126730551836735
		0.739104161766305	-0.0821548042891163
CXorf36	79742	0.739109055974499	0.0370246260975056
		0.739299378645713	0.0429810013333332
MCTP2	55784	0.739310607159137	0.207879521704081
		0.739357850429726	-0.186070935024946
		0.739357850429726	-0.13933156321542
BPHL	670	0.739357850429726	-0.122680261278913
		0.739526859302149	0.0597187049954639
ASB4	51666	0.73953121463199	-0.0518186448163274
PRCP	5547	0.739596140261564	0.173090951191609
PLA2G10	8399	0.739596140261564	0.0778785942721076
		0.739663497232579	0.0413909982380942
		0.739663497232579	0.0468695679501119
MARCH6	10299	0.739740064028797	0.0587881659399088
WRAP53	55135	0.739848094152726	-0.0485509804263042
TFCP2L1	29842	0.739958052114964	-0.0834821183469403
TRPM4	54795	0.740001972391547	-0.0736715981700691
SNORD13P2	6077	0.740068139753429	-0.110204559535148
		0.740269249880268	0.085057902225623
KIF7	374654	0.740312436237182	0.0549559039988647
		0.740313931567302	-0.0832605255510197
DLX5	1749	0.740321027981921	-0.0554417155861677
RMRP	6023	0.740388029897314	-0.129985429272111
		0.740410438640208	-0.083482720044219
		0.740410438640208	0.0813053118730149
		0.740410438640208	0.104702771511337
GCH1	2643	0.740554173601149	0.154106151106574
CEACAM5	1048	0.740563035637028	0.0437085740873009
SCARNA23	677773	0.740660549915484	-0.0820471646417245
ZNF790	388536	0.740660549915484	-0.115525118149662
		0.740660549915484	0.0819198805147385
PRR16	51334	0.74072222644486	0.0577332271224482
TSPAN12	23554	0.74072222644486	0.0539885404591836
HLA-DQA1	3117	0.740724933890295	-0.368380181832201
ELOVL2	54898	0.740724933890295	0.039640706122448
GLYATL1	92292	0.740835903012318	0.0765201368049886
		0.740882641061014	0.121916924696143
POM121L10P///POM121L4P///POM121L8P///POM121L9P///POM121L1P	646074///266697///29797///29774///25812	0.740884679581305	0.0894737006904771
		0.740884679581305	-0.14371187869161
LY6G6E	79136	0.74090623963668	0.0953190138242608
LOC102724237	102724237	0.74090623963668	-0.0457007917562358
SLC7A13	157724	0.74090623963668	0.0365790209920629
		0.741106940202491	0.125460298459182
SYNGR4	23546	0.741184370825144	-0.0499380080850349
NUDT13	25961	0.741212346361775	-0.0726909339240374
KBTBD3	143879	0.741212346361775	0.0745813663106563
ARMCX5-GPRASP2///GPRASP2	100528062///114928	0.741212346361775	0.0963782990362807
SSX2B///SSX4B///SSX9///SSX8///SSX7///SSX6///SSX3///SSX4///SSX5///SSX2///SSX1///SSX2B///SSX2	727837///548313///280660///280659///280658///280657///10214///6759///6758///6757///6756///727837///6757	0.741212346361775	-0.106055118883221
		0.7412821053893	0.0814173148684798
		0.7412821053893	0.0375400442176876
		0.7412821053893	-0.053522352629253
VWC2L	402117	0.7412821053893	-0.0622190602505679
		0.7412821053893	-0.0627033589557868
		0.741403119406506	0.0624755814773232
		0.741495933711912	-0.133621208984128
C4orf17	84103	0.741545078994592	-0.0493722881383225
		0.741605054268907	-0.164039196733563
		0.741693619127644	0.116415645403627
		0.741693619127644	-0.0506751258696161
LOC440300	440300	0.741708514490487	-0.0449046628322014
		0.741708514490487	-0.0408447562630392
ARHGAP22	58504	0.741713098906876	-0.0949379411700697
		0.74187342485843	0.0464887417165527
DEFB4B///DEFB4A	100289462///1673	0.741925475172003	-0.0444907188888899
RNASEK-C17orf49///C17orf49	100529209///124944	0.74201523537587	0.0797537442222236
		0.74201523537587	0.0378485873945573
		0.742017933207465	0.0529398098616767
		0.74202844706546	0.0365514816405885
		0.742192143478022	-0.101684941794786
		0.742192143478022	0.100026365269839
PKD1P6-NPIPP1///NPIPA8///NPIPA7///NPIPA5///NPIPB5///NPIPA2///NPIPA3///NPIPB4///PKD1P1///PDXDC2P///NPIPB3///NPIPA1///NPIPB5///NPIPB4///NPIPB3	105369154///101059953///101059938///100288332///100132247///642799///642778///440345///339044///283970///23117///9284///100132247///440345///23117	0.742197265556883	-0.239505126746032
		0.742243891967041	-0.14415120504195
RHBDL3	162494	0.742243891967041	0.0689517506405872
NPBWR2	2832	0.742292293365803	-0.0576002774206348
		0.742337501607881	-0.061719316160997
FGD5	152273	0.742337501607881	-0.0999731470453518
SNORD60	26788	0.742338585351102	-0.154911236741498
PROCR	10544	0.742408636361826	0.0757286162925164
COG2	22796	0.742524022774068	-0.172176835968254
		0.742524022774068	0.0668978790011332
LINC00208	83655	0.742562986703253	0.0439966968083896
		0.742562986703253	0.0552865481995455
		0.742583717316392	0.0716174059659864
ZCWPW2	152098	0.742638270669354	-0.0449850884229042
ING2	3622	0.742640675363867	0.129721737699546
ZNF571	51276	0.742656211607	0.173620254048751
		0.742656211607	0.0457294400510193
		0.742663417063383	0.0411897428911563
		0.742663417063383	-0.225513986499999
USHBP1	83878	0.742825172908181	0.0711596533911552
		0.742827587806847	0.0820279612573671
		0.742827587806847	0.0429325449308382
		0.742891981756737	0.121881854685939
		0.743069335645608	-0.0837777847108852
SPINK5	11005	0.743092673063167	0.0421509085464842
		0.743092673063167	-0.0361843180034014
WNT3	7473	0.743105192002839	0.079363509689343
FOXK1	221937	0.743129806403564	0.0630245013333317
		0.743149573946191	0.194099797010201
		0.743149573946191	-0.0935975554977335
		0.743149573946191	-0.0428354532380961
		0.743275340344725	-0.0677914533004542
		0.743275340344725	0.0429642823265302
BPY2C///BPY2B///BPY2	442868///442867///9083	0.743275340344725	0.0394062179365084
ARHGAP40	343578	0.743296167882946	0.054992915085033
MEG3	55384	0.743296167882946	-0.126832694219956
THEG	51298	0.743433488878558	-0.0672589671938795
GREB1	9687	0.743485600595446	0.0403913462460319
		0.743485600595446	0.100625142357141
MAP2K5	5607	0.743485600595446	-0.112297488461451
ACKR4	51554	0.743593137193406	0.0502069013492052
RPL13AP20	387841	0.743737650406572	-0.16454825157483
		0.743737650406572	0.0541020692619036
IGKC	3514	0.743737650406572	0.3780865756712
		0.743762565056984	0.0495044468004533
		0.743808308068402	-0.122624787757372
ABCG8	64241	0.743810343142759	0.0506183437811778
KSR2	283455	0.743828029175778	0.0547550198934221
		0.743828029175778	-0.0652375956927447
SESN1	27244	0.743859425184139	-0.133946577497735
		0.743859425184139	0.0334888620011333
		0.743860516151729	0.0309435843027215
SAMHD1	25939	0.743902287851321	0.25307282949773
KIR3DX1	90011	0.744033845331595	-0.0719336284761907
MIR296	407022	0.74403998584725	-0.13354460481406
FGFR1OP2	26127	0.74407748798413	-0.100883730741499
		0.744092872089133	0.103872176383219
		0.744092872089133	-0.0552377561417243
		0.744124733763512	-0.175406911569162
CCR5	1234	0.744124733763512	-0.087435627064627
		0.744124733763512	-0.0754676857585035
GJB5	2709	0.744124733763512	-0.0621483344580502
		0.744124733763512	0.0364680497721075
		0.744124733763512	-0.10445864218821
		0.744124733763512	-0.162448960040818
GPT	2875	0.744174976242576	0.0650262044625833
		0.744357022167075	-0.065154742817461
NAF1	92345	0.744368631647088	-0.200998958068029
